Authors,Journal,Title,Year,PMCID,PMID,URL,Impact Factor
"Liu, J., Cao, S., Imbach, K. J., Gritsenko, M. A., Lih, T. M., Kyle, J. E., Yaron-Barir, T. M., Binder, Z. A., Li, Y., Strunilin, I., Wang, Y. T., Tsai, C. F., Ma, W., Chen, L., Clark, N. M., Shinkle, A., Naser Al Deen, N., Caravan, W., Houston, A., Simin, F. A., Wyczalkowski, M. A., Wang, L. B., Storrs, E., Chen, S., Illindala, R., Li, Y. D., Jayasinghe, R. G., Rykunov, D., Cottingham, S. L., Chu, R. K., Weitz, K. K., Moore, R. J., Sagendorf, T., Petyuk, V. A., Nestor, M., Bramer, L. M., Stratton, K. G., Schepmoes, A. A., Couvillion, S. P., Eder, J., Kim, Y. M., Gao, Y., Fillmore, T. L., Zhao, R., Monroe, M. E., Southard-Smith, A. N., Li, Y. E., Jui-Hsien Lu, R., Johnson, J. L., Wiznerowicz, M., Hostetter, G., Newton, C. J., Ketchum, K. A., Thangudu, R. R., Barnholtz-Sloan, J. S., Wang, P., Fenyo, D., An, E., Thiagarajan, M., Robles, A. I., Mani, D. R., Smith, R. D., Porta-Pardo, E., Cantley, L. C., Iavarone, A., Chen, F., Mesri, M., Nasrallah, M. P., Zhang, H., Resnick, A. C., Chheda, M. G., Rodland, K. D., Liu, T., Ding, L., Philadelphia Coalition for a, Cure and Clinical Proteomic Tumor Analysis, Consortium",Cancer Cell,Multi-scale signaling and tumor evolution in high-grade gliomas,2024,PMC11337243,38981438,https://www.ncbi.nlm.nih.gov/pubmed/38981438,48.8
"McGinnis, C. S., Miao, Z., Superville, D., Yao, W., Goga, A., Reticker-Flynn, N. E., Winkler, J. and Satpathy, A. T.",Cancer Cell,The temporal progression of lung immune remodeling during breast cancer metastasis,2024,PMC11255555,38821060,https://www.ncbi.nlm.nih.gov/pubmed/38821060,48.8
"Memon, D., Schoenfeld, A. J., Ye, D., Fromm, G., Rizvi, H., Zhang, X., Keddar, M. R., Mathew, D., Yoo, K. J., Qiu, J., Lihm, J., Miriyala, J., Sauter, J. L., Luo, J., Chow, A., Bhanot, U. K., McCarthy, C., Vanderbilt, C. M., Liu, C., Abu-Akeel, M., Plodkowski, A. J., McGranahan, N., Luksza, M., Greenbaum, B. D., Merghoub, T., Achour, I., Barrett, J. C., Stewart, R., Beltrao, P., Schreiber, T. H., Minn, A. J., Miller, M. L. and Hellmann, M. D.",Cancer Cell,Clinical and molecular features of acquired resistance to immunotherapy in non-small cell lung cancer,2024,PMC11249385,38215748,https://www.ncbi.nlm.nih.gov/pubmed/38215748,48.8
"Mucciolo, G., Araos Henriquez, J., Jihad, M., Pinto Teles, S., Manansala, J. S., Li, W., Ashworth, S., Lloyd, E. G., Cheng, P. S. W., Luo, W., Anand, A., Sawle, A., Piskorz, A. and Biffi, G.",Cancer Cell,EGFR-activated myofibroblasts promote metastasis of pancreatic cancer,2024,,38157863,https://www.ncbi.nlm.nih.gov/pubmed/38157863,48.8
"Nabet, B. Y., Hamidi, H., Lee, M. C., Banchereau, R., Morris, S., Adler, L., Gayevskiy, V., Elhossiny, A. M., Srivastava, M. K., Patil, N. S., Smith, K. A., Jesudason, R., Chan, C., Chang, P. S., Fernandez, M., Rost, S., McGinnis, L. M., Koeppen, H., Gay, C. M., Minna, J. D., Heymach, J. V., Chan, J. M., Rudin, C. M., Byers, L. A., Liu, S. V., Reck, M. and Shames, D. S.",Cancer Cell,Immune heterogeneity in small-cell lung cancer and vulnerability to immune checkpoint blockade,2024,,38366589,https://www.ncbi.nlm.nih.gov/pubmed/38366589,48.8
"Radtke, A. J., Postovalova, E., Varlamova, A., Bagaev, A., Sorokina, M., Kudryashova, O., Meerson, M., Polyakova, M., Galkin, I., Svekolkin, V., Isaev, S., Wiebe, D., Sharun, A., Sarachakov, A., Perelman, G., Lozinsky, Y., Yaniv, Z., Lowekamp, B. C., Speranza, E., Yao, L., Pittaluga, S., Shaffer, A. L., 3rd, Jonigk, D., Phelan, J. D., Davies-Hill, T., Huang, D. W., Ovcharov, P., Nomie, K., Nuzhdina, E., Kotlov, N., Ataullakhanov, R., Fowler, N., Kelly, M., Muppidi, J., Davis, J. L., Hernandez, J. M., Wilson, W. H., Jaffe, E. S., Staudt, L. M., Roschewski, M. and Germain, R. N.",Cancer Cell,Multi-omic profiling of follicular lymphoma reveals changes in tissue architecture and enhanced stromal remodeling in high-risk patients,2024,PMC10966827,38428410,https://www.ncbi.nlm.nih.gov/pubmed/38428410,48.8
"Sarkozy, C., Wu, S., Takata, K., Aoki, T., Neriah, S. B., Milne, K., Goodyear, T., Strong, C., Rastogi, T., Hilton, L. K., Lai, D., Sehn, L. H., Farinha, P., Nelson, B. H., Weng, A., Marra, M., Scott, D. W., Craig, J. W., Steidl, C. and Roth, A.",Cancer Cell,Integrated single cell analysis reveals co-evolution of malignant B cells and tumor micro-environment in transformed follicular lymphoma,2024,,38861923,https://www.ncbi.nlm.nih.gov/pubmed/38861923,48.8
"Spitzer, A., Gritsch, S., Nomura, M., Jucht, A., Fortin, J., Raviram, R., Weisman, H. R., Gonzalez Castro, L. N., Druck, N., Chanoch-Myers, R., Lee, J. J. Y., Mylvaganam, R., Lee Servis, R., Fung, J. M., Lee, C. K., Nagashima, H., Miller, J. J., Arrillaga-Romany, I., Louis, D. N., Wakimoto, H., Pisano, W., Wen, P. Y., Mak, T. W., Sanson, M., Touat, M., Landau, D. A., Ligon, K. L., Cahill, D. P., Suva, M. L. and Tirosh, I.",Cancer Cell,Mutant IDH inhibitors induce lineage differentiation in IDH-mutant oligodendroglioma,2024,PMC11096020,38579724,https://www.ncbi.nlm.nih.gov/pubmed/38579724,48.8
"Sun, Y., Wu, P., Zhang, Z., Wang, Z., Zhou, K., Song, M., Ji, Y., Zang, F., Lou, L., Rao, K., Wang, P., Gu, Y., Gu, J., Lu, B., Chen, L., Pan, X., Zhao, X., Peng, L., Liu, D., Chen, X., Wu, K., Lin, P., Wu, L., Su, Y., Du, M., Hou, Y., Yang, X., Qiu, S., Shi, Y., Sun, H., Zhou, J., Huang, X., Peng, D. H., Zhang, L. and Fan, J.",Cancer Cell,Integrated multi-omics profiling to dissect the spatiotemporal evolution of metastatic hepatocellular carcinoma,2024,,38101410,https://www.ncbi.nlm.nih.gov/pubmed/38101410,48.8
"Tong, X., Patel, A. S., Kim, E., Li, H., Chen, Y., Li, S., Liu, S., Dilly, J., Kapner, K. S., Zhang, N., Xue, Y., Hover, L., Mukhopadhyay, S., Sherman, F., Myndzar, K., Sahu, P., Gao, Y., Li, F., Li, F., Fang, Z., Jin, Y., Gao, J., Shi, M., Sinha, S., Chen, L., Chen, Y., Kheoh, T., Yang, W., Yanai, I., Moreira, A. L., Velcheti, V., Neel, B. G., Hu, L., Christensen, J. G., Olson, P., Gao, D., Zhang, M. Q., Aguirre, A. J., Wong, K. K. and Ji, H.",Cancer Cell,Adeno-to-squamous transition drives resistance to KRAS inhibition in LKB1 mutant lung cancer,2024,,38402609,https://www.ncbi.nlm.nih.gov/pubmed/38402609,48.8
"Wienke, J., Visser, L. L., Kholosy, W. M., Keller, K. M., Barisa, M., Poon, E., Munnings-Tomes, S., Himsworth, C., Calton, E., Rodriguez, A., Bernardi, R., van den Ham, F., van Hooff, S. R., Matser, Y. A. H., Tas, M. L., Langenberg, K. P. S., Lijnzaad, P., Borst, A. L., Zappa, E., Bergsma, F. J., Strijker, J. G. M., Verhoeven, B. M., Mei, S., Kramdi, A., Restuadi, R., Sanchez-Bernabeu, A., Cornel, A. M., Holstege, F. C. P., Gray, J. C., Tytgat, G. A. M., Scheijde-Vermeulen, M. A., Wijnen, Mhwa, Dierselhuis, M. P., Straathof, K., Behjati, S., Wu, W., Heck, A. J. R., Koster, J., Nierkens, S., Janoueix-Lerosey, I., de Krijger, R. R., Baryawno, N., Chesler, L., Anderson, J., Caron, H. N., Margaritis, T., van Noesel, M. M. and Molenaar, J. J.",Cancer Cell,Integrative analysis of neuroblastoma by single-cell RNA sequencing identifies the NECTIN2-TIGIT axis as a target for immunotherapy,2024,PMC10864003,38181797,https://www.ncbi.nlm.nih.gov/pubmed/38181797,48.8
"Yang, H., Cheng, J., Zhuang, H., Xu, H., Wang, Y., Zhang, T., Yang, Y., Qian, H., Lu, Y., Han, F., Cao, L., Yang, N., Liu, R., Yang, X., Zhang, J., Wu, J. and Zhang, N.",Cancer Cell,Pharmacogenomic profiling of intra-tumor heterogeneity using a large organoid biobank of liver cancer,2024,,38593780,https://www.ncbi.nlm.nih.gov/pubmed/38593780,48.8
"Zhang, Y., Liu, G., Zeng, Q., Wu, W., Lei, K., Zhang, C., Tang, M., Zhang, Y., Xiang, X., Tan, L., Cui, R., Qin, S., Song, X., Yin, C., Chen, Z. and Kuang, M.",Cancer Cell,CCL19-producing fibroblasts promote tertiary lymphoid structure formation enhancing anti-tumor IgG response in colorectal cancer liver metastasis,2024,,39137726,https://www.ncbi.nlm.nih.gov/pubmed/39137726,48.8
"Andreata, F., Laura, C., Rava, M., Krueger, C. C., Ficht, X., Kawashima, K., Beccaria, C. G., Moalli, F., Partini, B., Fumagalli, V., Nosetto, G., Di Lucia, P., Montali, I., Garcia-Manteiga, J. M., Bono, E. B., Giustini, L., Perucchini, C., Venzin, V., Ranucci, S., Inverso, D., De Giovanni, M., Genua, M., Ostuni, R., Lugli, E., Isogawa, M., Ferrari, C., Boni, C., Fisicaro, P., Guidotti, L. G. and Iannacone, M.",Cell,Therapeutic potential of co-signaling receptor modulation in hepatitis B,2024,PMC11290321,38897196,https://www.ncbi.nlm.nih.gov/pubmed/38897196,45.5
"Bandyopadhyay, S., Duffy, M. P., Ahn, K. J., Sussman, J. H., Pang, M., Smith, D., Duncan, G., Zhang, I., Huang, J., Lin, Y., Xiong, B., Imtiaz, T., Chen, C. H., Thadi, A., Chen, C., Xu, J., Reichart, M., Martinez, Z., Diorio, C., Chen, C., Pillai, V., Snaith, O., Oldridge, D., Bhattacharyya, S., Maillard, I., Carroll, M., Nelson, C., Qin, L. and Tan, K.",Cell,Mapping the cellular biogeography of human bone marrow niches using single-cell transcriptomics and proteomic imaging,2024,PMC11162340,38714197,https://www.ncbi.nlm.nih.gov/pubmed/38714197,45.5
"Parra Bravo, C., Giani, A. M., Madero-Perez, J., Zhao, Z., Wan, Y., Samelson, A. J., Wong, M. Y., Evangelisti, A., Cordes, E., Fan, L., Ye, P., Zhu, D., Pozner, T., Mercedes, M., Patel, T., Yarahmady, A., Carling, G. K., Sterky, F. H., Lee, V. M. Y., Lee, E. B., DeTure, M., Dickson, D. W., Sharma, M., Mok, S. A., Luo, W., Zhao, M., Kampmann, M., Gong, S. and Gan, L.",Cell,Human iPSC 4R tauopathy model uncovers modifiers of tau propagation,2024,PMC11365117,38582079,https://www.ncbi.nlm.nih.gov/pubmed/38582079,45.5
"Cillo, A. R., Cardello, C., Shan, F., Karapetyan, L., Kunning, S., Sander, C., Rush, E., Karunamurthy, A., Massa, R. C., Rohatgi, A., Workman, C. J., Kirkwood, J. M., Bruno, T. C. and Vignali, D. A. A.",Cell,Blockade of LAG-3 and PD-1 leads to co-expression of cytotoxic and exhaustion gene modules in CD8(+) T cells to promote antitumor immunity,2024,PMC11346583,39121849,https://www.ncbi.nlm.nih.gov/pubmed/39121849,45.5
"Deng, S., Zhang, Y., Wang, H., Liang, W., Xie, L., Li, N., Fang, Y., Wang, Y., Liu, J., Chi, H., Sun, Y., Ye, R., Shan, L., Shi, J., Shen, Z., Wang, Y., Wang, S., Brosseau, J. P., Wang, F., Liu, G., Quan, Y. and Xu, J.",Cell,ITPRIPL1 binds CD3epsilon to impede T cell activation and enable tumor immune evasion,2024,,38614099,https://www.ncbi.nlm.nih.gov/pubmed/38614099,45.5
"Gao, L., Lee, H., Goodman, J. H. and Ding, L.",Cell,Hematopoietic stem cell niche generation and maintenance are distinguishable by an epitranscriptomic program,2024,PMC11148849,38657601,https://www.ncbi.nlm.nih.gov/pubmed/38657601,45.5
"Greenwald, A. C., Darnell, N. G., Hoefflin, R., Simkin, D., Mount, C. W., Gonzalez Castro, L. N., Harnik, Y., Dumont, S., Hirsch, D., Nomura, M., Talpir, T., Kedmi, M., Goliand, I., Medici, G., Laffy, J., Li, B., Mangena, V., Keren-Shaul, H., Weller, M., Addadi, Y., Neidert, M. C., Suva, M. L. and Tirosh, I.",Cell,Integrative spatial analysis reveals a multi-layered organization of glioblastoma,2024,PMC11088502,38653236,https://www.ncbi.nlm.nih.gov/pubmed/38653236,45.5
"Hall, E. T., Dillard, M. E., Cleverdon, E. R., Zhang, Y., Daly, C. A., Ansari, S. S., Wakefield, R., Stewart, D. P., Pruett-Miller, S. M., Lavado, A., Carisey, A. F., Johnson, A., Wang, Y. D., Selner, E., Tanes, M., Ryu, Y. S., Robinson, C. G., Steinberg, J. and Ogden, S. K.",Cell,Cytoneme signaling provides essential contributions to mammalian tissue patterning,2024,PMC10842732,38171360,https://www.ncbi.nlm.nih.gov/pubmed/38171360,45.5
"Kim, T. W., Koo, S. Y., Riessland, M., Chaudhry, F., Kolisnyk, B., Cho, H. S., Russo, M. V., Saurat, N., Mehta, S., Garippa, R., Betel, D. and Studer, L.",Cell,TNF-NF-kappaB-p53 axis restricts in vivo survival of hPSC-derived dopamine neurons,2024,,38866017,https://www.ncbi.nlm.nih.gov/pubmed/38866017,45.5
"Leuzzi, G., Vasciaveo, A., Taglialatela, A., Chen, X., Firestone, T. M., Hickman, A. R., Mao, W., Thakar, T., Vaitsiankova, A., Huang, J. W., Cuella-Martin, R., Hayward, S. B., Kesner, J. S., Ghasemzadeh, A., Nambiar, T. S., Ho, P., Rialdi, A., Hebrard, M., Li, Y., Gao, J., Gopinath, S., Adeleke, O. A., Venters, B. J., Drake, C. G., Baer, R., Izar, B., Guccione, E., Keogh, M. C., Guerois, R., Sun, L., Lu, C., Califano, A. and Ciccia, A.",Cell,SMARCAL1 is a dual regulator of innate immune signaling and PD-L1 expression that promotes tumor immune evasion,2024,PMC10980358,38301646,https://www.ncbi.nlm.nih.gov/pubmed/38301646,45.5
"Li, Z., Ma, R., Tang, H., Guo, J., Shah, Z., Zhang, J., Liu, N., Cao, S., Marcucci, G., Artis, D., Caligiuri, M. A. and Yu, J.",Cell,Therapeutic application of human type 2 innate lymphoid cells via induction of granzyme B-mediated tumor cell death,2024,,38211590,https://www.ncbi.nlm.nih.gov/pubmed/38211590,45.5
"Liu, Q., Zhang, J., Guo, C., Wang, M., Wang, C., Yan, Y., Sun, L., Wang, D., Zhang, L., Yu, H., Hou, L., Wu, C., Zhu, Y., Jiang, G., Zhu, H., Zhou, Y., Fang, S., Zhang, T., Hu, L., Li, J., Liu, Y., Zhang, H., Zhang, B., Ding, L., Robles, A. I., Rodriguez, H., Gao, D., Ji, H., Zhou, H. and Zhang, P.",Cell,Proteogenomic characterization of small cell lung cancer identifies biological insights and subtype-specific therapeutic strategies,2024,,38181741,https://www.ncbi.nlm.nih.gov/pubmed/38181741,45.5
"Maxwell, M. B., Hom-Tedla, M. S., Yi, J., Li, S., Rivera, S. A., Yu, J., Burns, M. J., McRae, H. M., Stevenson, B. T., Coakley, K. E., Ho, J., Gastelum, K. B., Bell, J. C., Jones, A. C., Eskander, R. N., Dykhuizen, E. C., Shadel, G. S., Kaech, S. M. and Hargreaves, D. C.",Cell,ARID1A suppresses R-loop-mediated STING-type I interferon pathway activation of anti-tumor immunity,2024,PMC11193641,38754421,https://www.ncbi.nlm.nih.gov/pubmed/38754421,45.5
"Ngiow, S. F., Manne, S., Huang, Y. J., Azar, T., Chen, Z., Mathew, D., Chen, Q., Khan, O., Wu, J. E., Alcalde, V., Flowers, A. J., McClain, S., Baxter, A. E., Kurachi, M., Shi, J., Huang, A. C., Giles, J. R., Sharpe, A. H., Vignali, D. A. A. and Wherry, E. J.",Cell,LAG-3 sustains TOX expression and regulates the CD94/NKG2-Qa-1b axis to govern exhausted CD8 T cell NK receptor expression and cytotoxicity,2024,PMC11337978,39121847,https://www.ncbi.nlm.nih.gov/pubmed/39121847,45.5
"Petralia, F., Ma, W., Yaron, T. M., Caruso, F. P., Tignor, N., Wang, J. M., Charytonowicz, D., Johnson, J. L., Huntsman, E. M., Marino, G. B., Calinawan, A., Evangelista, J. E., Selvan, M. E., Chowdhury, S., Rykunov, D., Krek, A., Song, X., Turhan, B., Christianson, K. E., Lewis, D. A., Deng, E. Z., Clarke, D. J. B., Whiteaker, J. R., Kennedy, J. J., Zhao, L., Segura, R. L., Batra, H., Raso, M. G., Parra, E. R., Soundararajan, R., Tang, X., Li, Y., Yi, X., Satpathy, S., Wang, Y., Wiznerowicz, M., Gonzalez-Robles, T. J., Iavarone, A., Gosline, S. J. C., Reva, B., Robles, A. I., Nesvizhskii, A. I., Mani, D. R., Gillette, M. A., Klein, R. J., Cieslik, M., Zhang, B., Paulovich, A. G., Sebra, R., Gumus, Z. H., Hostetter, G., Fenyo, D., Omenn, G. S., Cantley, L. C., Ma'ayan, A., Lazar, A. J., Ceccarelli, M., Wang, P. and Clinical Proteomic Tumor Analysis, Consortium",Cell,Pan-cancer proteogenomics characterization of tumor immunity,2024,PMC10988632,38359819,https://www.ncbi.nlm.nih.gov/pubmed/38359819,45.5
"Pozniak, J., Pedri, D., Landeloos, E., Van Herck, Y., Antoranz, A., Vanwynsberghe, L., Nowosad, A., Roda, N., Makhzami, S., Bervoets, G., Maciel, L. F., Pulido-Vicuna, C. A., Pollaris, L., Seurinck, R., Zhao, F., Flem-Karlsen, K., Damsky, W., Chen, L., Karagianni, D., Cinque, S., Kint, S., Vandereyken, K., Rombaut, B., Voet, T., Vernaillen, F., Annaert, W., Lambrechts, D., Boecxstaens, V., Saeys, Y., van den Oord, J., Bosisio, F., Karras, P., Shain, A. H., Bosenberg, M., Leucci, E., Paschen, A., Rambow, F., Bechter, O. and Marine, J. C.",Cell,A TCF4-dependent gene regulatory network confers resistance to immunotherapy in melanoma,2024,,38181739,https://www.ncbi.nlm.nih.gov/pubmed/38181739,45.5
"Shim, H. S., Iaconelli, J., Shang, X., Li, J., Lan, Z. D., Jiang, S., Nutsch, K., Beyer, B. A., Lairson, L. L., Boutin, A. T., Bollong, M. J., Schultz, P. G. and DePinho, R. A.",Cell,TERT activation targets DNA methylation and multiple aging hallmarks,2024,,38908367,https://www.ncbi.nlm.nih.gov/pubmed/38908367,45.5
"Takahashi, M., Chong, H. B., Zhang, S., Yang, T. Y., Lazarov, M. J., Harry, S., Maynard, M., Hilbert, B., White, R. D., Murrey, H. E., Tsou, C. C., Vordermark, K., Assaad, J., Gohar, M., Durr, B. R., Richter, M., Patel, H., Kryukov, G., Brooijmans, N., Alghali, A. S. O., Rubio, K., Villanueva, A., Zhang, J., Ge, M., Makram, F., Griesshaber, H., Harrison, D., Koglin, A. S., Ojeda, S., Karakyriakou, B., Healy, A., Popoola, G., Rachmin, I., Khandelwal, N., Neil, J. R., Tien, P. C., Chen, N., Hosp, T., van den Ouweland, S., Hara, T., Bussema, L., Dong, R., Shi, L., Rasmussen, M. Q., Domingues, A. C., Lawless, A., Fang, J., Yoda, S., Nguyen, L. P., Reeves, S. M., Wakefield, F. N., Acker, A., Clark, S. E., Dubash, T., Kastanos, J., Oh, E., Fisher, D. E., Maheswaran, S., Haber, D. A., Boland, G. M., Sade-Feldman, M., Jenkins, R. W., Hata, A. N., Bardeesy, N. M., Suva, M. L., Martin, B. R., Liau, B. B., Ott, C. J., Rivera, M. N., Lawrence, M. S. and Bar-Peled, L.",Cell,DrugMap: A quantitative pan-cancer analysis of cysteine ligandability,2024,PMC11143475,38653237,https://www.ncbi.nlm.nih.gov/pubmed/38653237,45.5
"Tamari, M., Del Bel, K. L., Ver Heul, A. M., Zamidar, L., Orimo, K., Hoshi, M., Trier, A. M., Yano, H., Yang, T. L., Biggs, C. M., Motomura, K., Shibuya, R., Yu, C. D., Xie, Z., Iriki, H., Wang, Z., Auyeung, K., Damle, G., Demircioglu, D., Gregory, J. K., Hasson, D., Dai, J., Chang, R. B., Morita, H., Matsumoto, K., Jain, S., Van Dyken, S., Milner, J. D., Bogunovic, D., Hu, H., Artis, D., Turvey, S. E. and Kim, B. S.",Cell,Sensory neurons promote immune homeostasis in the lung,2024,PMC10811756,38134932,https://www.ncbi.nlm.nih.gov/pubmed/38134932,45.5
"Tieu, V., Sotillo, E., Bjelajac, J. R., Chen, C., Malipatlolla, M., Guerrero, J. A., Xu, P., Quinn, P. J., Fisher, C., Klysz, D., Mackall, C. L. and Qi, L. S.",Cell,A versatile CRISPR-Cas13d platform for multiplexed transcriptomic regulation and metabolic engineering in primary human T cells,2024,PMC10965243,38387457,https://www.ncbi.nlm.nih.gov/pubmed/38387457,45.5
"Verma, S. S., Gudiseva, H. V., Chavali, V. R. M., Salowe, R. J., Bradford, Y., Guare, L., Lucas, A., Collins, D. W., Vrathasha, V., Nair, R. M., Rathi, S., Zhao, B., He, J., Lee, R., Zenebe-Gete, S., Bowman, A. S., McHugh, C. P., Zody, M. C., Pistilli, M., Khachatryan, N., Daniel, E., Murphy, W., Henderer, J., Regeneron Genetics, Center, Kinzy, T. G., Iyengar, S. K., Peachey, N. S., Program, V. A. Million Veteran, Taylor, K. D., Guo, X., Chen, Y. I., Zangwill, L., Girkin, C., Ayyagari, R., Liebmann, J., Chuka-Okosa, C. M., Williams, S. E., Akafo, S., Budenz, D. L., Olawoye, O. O., Ramsay, M., Ashaye, A., Akpa, O. M., Aung, T., Wiggs, J. L., Ross, A. G., Cui, Q. N., Addis, V., Lehman, A., Miller-Ellis, E., Sankar, P. S., Williams, S. M., Ying, G. S., Cooke Bailey, J., Rotter, J. I., Weinreb, R., Khor, C. C., Hauser, M. A., Ritchie, M. D. and O'Brien, J. M.",Cell,A multi-cohort genome-wide association study in African ancestry individuals reveals risk loci for primary open-angle glaucoma,2024,,38242088,https://www.ncbi.nlm.nih.gov/pubmed/38242088,45.5
"Visvanathan, A., Saulnier, O., Chen, C., Haldipur, P., Orisme, W., Delaidelli, A., Shin, S., Millman, J., Bryant, A., Abeysundara, N., Wu, X., Hendrikse, L. D., Patil, V., Bashardanesh, Z., Golser, J., Livingston, B. G., Nakashima, T., Funakoshi, Y., Ong, W., Rasnitsyn, A., Aldinger, K. A., Richman, C. M., Van Ommeren, R., Lee, J. J. Y., Ly, M., Vladoiu, M. C., Kharas, K., Balin, P., Erickson, A. W., Fong, V., Zhang, J., Suarez, R. A., Wang, H., Huang, N., Pallota, J. G., Douglas, T., Haapasalo, J., Razavi, F., Silvestri, E., Sirbu, O., Worme, S., Kameda-Smith, M. M., Wu, X., Daniels, C., MichaelRaj, A. K., Bhaduri, A., Schramek, D., Suzuki, H., Garzia, L., Ahmed, N., Kleinman, C. L., Stein, L. D., Dirks, P., Dunham, C., Jabado, N., Rich, J. N., Li, W., Sorensen, P. H., Wechsler-Reya, R. J., Weiss, W. A., Millen, K. J., Ellison, D. W., Dimitrov, D. S. and Taylor, M. D.",Cell,Early rhombic lip Protogenin(+ve) stem cells in a human-specific neurovascular niche initiate and maintain group 3 medulloblastoma,2024,,38971152,https://www.ncbi.nlm.nih.gov/pubmed/38971152,45.5
"Winkler, I., Tolkachov, A., Lammers, F., Lacour, P., Daugelaite, K., Schneider, N., Koch, M. L., Panten, J., Grunschlager, F., Poth, T., Avila, B. M., Schneider, A., Haas, S., Odom, D. T. and Goncalves, A.",Cell,The cycling and aging mouse female reproductive tract at single-cell resolution,2024,,38325365,https://www.ncbi.nlm.nih.gov/pubmed/38325365,45.5
"Wu, Y., Ma, J., Yang, X., Nan, F., Zhang, T., Ji, S., Rao, D., Feng, H., Gao, K., Gu, X., Jiang, S., Song, G., Pan, J., Zhang, M., Xu, Y., Zhang, S., Fan, Y., Wang, X., Zhou, J., Yang, L., Fan, J., Zhang, X. and Gao, Q.",Cell,Neutrophil profiling illuminates anti-tumor antigen-presenting potency,2024,,38447573,https://www.ncbi.nlm.nih.gov/pubmed/38447573,45.5
"Yu, J., Yan, Y., Li, S., Xu, Y., Parolia, A., Rizvi, S., Wang, W., Zhai, Y., Xiao, R., Li, X., Liao, P., Zhou, J., Okla, K., Lin, H., Lin, X., Grove, S., Wei, S., Vatan, L., Hu, J., Szumilo, J., Kotarski, J., Freeman, Z. T., Skala, S., Wicha, M., Cho, K. R., Chinnaiyan, A. M., Schon, S., Wen, F., Kryczek, I., Wang, S., Chen, L. and Zou, W.",Cell,Progestogen-driven B7-H4 contributes to onco-fetal immune tolerance,2024,PMC11344674,38968937,https://www.ncbi.nlm.nih.gov/pubmed/38968937,45.5
